country,activity_sector,number_of_full_time_employees,percentage_of_telework,annual_consumption_of_electricity,annual_consumption_of_natural_gas,annual_consumption_of_propane,annual_consumption_of_fuel,annual_consumption_of_coal,annual_consumption_of_refrigerant,annual_consumption_of_GPL,fuel_consumption_of_gasoline,fuel_consumption_of_diesel,consumption_of_LPG,number_of_short_haul_round_trip,number_of_medium_haul_round_trip,number_of_long_haul_round_trip,tons_of_air_freight_lt_3000,tons_of_air_freight_gt_3000,tons_of_sea_freight_lt_3000,tons_of_sea_freight_gt_3000,expenses_of_paper,expenses_of_small_office_supplies,built_area_of_company,number_of_light_duty_vehicles,number_of_commercial_vehicles,number_of_heavy_vehicles,number_of_desktop_computers,number_of_laptops,number_of_individual_printers,number_of_servers,number_of_multifunction_printers,number_of_flat_panel_screens,carbon_footprint
Japan,Healthcare,1793,93.71926659370237,930419.712950085,13506.820891332927,82897.197554368,21355.968945604374,780.3844162875107,2036.9358214311424,189462.2854750039,497190.4937736586,370776.26229254826,32865.81365498533,270,80,137,3422.588493970995,10903.866034393046,20441.89909089084,54841.44464502514,37813.46650610402,15668.081959996545,72252.01102235471,141,183,7,830,1726,100,92,35,1464,3912857.9486434064
France,Transport,4874,42.602920981416226,782796.170149989,363696.5791055135,185770.03154657298,259832.37120244972,2645.937275086666,2671.612845422971,1989.6594358536079,311357.9941332337,40090.597223924386,13396.202656944079,24,279,127,1183.5158390539113,7494.102168847649,40590.17699875568,22310.924227011987,43917.0426714852,37423.01867832853,37825.95519827073,108,195,52,442,400,197,9,136,1167,3661854.311958129
France,Agriculture,4530,46.40463605226236,719914.0142625605,188733.8030660805,61828.24896526493,128263.69383277353,135.99910597932308,3530.4101879143886,167764.53390208536,207532.59721147543,37687.42638515543,106201.41542750591,59,222,123,1969.4283254568345,17822.66753037532,31021.31437915377,87653.97864536486,50479.756299760586,10521.384849184591,69120.46979439496,167,150,57,465,551,244,79,114,1914,3280259.0808240683
USA,Retail,3385,48.03956049425951,142256.0217921745,437637.6487870082,82951.04574638084,435894.10506288026,8874.889646864625,2907.384520958452,181560.63906677533,37187.50361197071,375768.65530875354,169470.8977191922,165,204,24,8561.772774333496,16991.03092243231,32413.60512843585,63281.67792599429,52102.22574017903,8670.38214180618,67618.4920212188,56,78,24,237,1994,235,59,183,191,4403038.912441814
India,Transport,2045,73.11340439023657,9338.53567309723,276136.1387124336,181248.97958676596,298453.4405796846,3461.002185041395,270.9537144656865,143078.93201707976,47607.15563344492,431238.2872542594,50554.63907363838,343,166,4,8076.810135764236,16155.403505105593,6738.301015807613,2487.7479558711448,21787.618545857556,40719.24925808484,26400.533078042252,160,96,57,135,1209,87,51,35,346,3699386.3982273983
USA,Retail,868,26.06302465700444,590845.0047924404,116295.87918344652,11935.96626202582,73763.45703036935,100.99601034765703,3457.8719336526333,116753.0557404076,465424.65619386255,184182.4292594259,68908.04607421417,292,257,82,70.58614285187726,10238.93354299347,37232.029150904986,2720.8439916448056,61899.98099167821,33143.25908472952,28023.725347042156,28,77,3,905,989,278,87,89,70,3050479.3057341124
France,Agriculture,3950,24.03505944219334,866710.5010644641,303237.13512809575,195401.61269874353,316327.45261052885,7227.714541243371,3073.047357409775,190997.6195988855,223060.31793666165,392657.18306870497,119601.38393632129,282,16,11,6921.170696566076,15539.180302636923,44091.33414050613,38843.633072186,15232.14114809973,29581.59335014495,94738.30478687485,31,104,6,71,171,131,47,159,1322,4379567.163793266
Germany,Retail,179,62.95223220200291,75896.03596037369,265367.1170371976,8875.01703841187,294091.66134249524,791.7365180966962,3007.9603387739417,150086.8329171102,274548.4263587272,377208.1327078206,169384.84565454544,28,129,46,5960.466207453291,15057.43073181986,4043.8552429033048,70599.9376658228,17084.964141252218,11753.087109317203,83564.61657881398,180,69,22,589,335,291,18,178,557,4108817.1177514736
USA,Manufacturing,3779,55.76012566727297,74031.9267771807,346114.7002263351,120528.0567891535,23801.597965275923,5548.882873740827,4641.550637094511,151994.71386342743,237491.35706240882,302790.05726997874,46151.75010789873,143,11,59,2585.025093377822,10046.415525607912,25538.30799239218,33754.23627146133,90115.987185859,3322.5610198433296,85212.48953225889,123,102,53,678,1816,1,65,9,1492,3308941.3554276004
Japan,IT,233,7.104381006029903,998560.5108576678,126821.42399806518,95246.16583422452,223334.68124163596,6445.739779374181,2029.8725210958646,44822.96646901629,111401.44933125912,61012.14218438089,182860.12555479084,229,197,13,8040.682284647338,9357.669501679522,4984.484191285172,59206.06403199615,12383.635497624178,39678.90155859442,69938.81768078622,51,31,56,965,970,309,14,149,178,2805619.0983931767
Japan,IT,2780,90.25158892355975,240201.3464458749,494904.8856985332,115892.07617994129,362287.0934777866,3584.0085503442365,1757.3612099029128,165021.70830469768,456597.9704362008,392924.78062186664,177622.01827928616,446,128,41,8137.257774487343,13473.108394296667,8962.18664972781,72021.22176260577,19541.82093858682,28312.324580887514,48193.478807825304,100,115,36,524,809,335,7,144,528,5443763.973982545
Canada,Transport,3141,29.066349558028037,666956.1966023982,334739.8062989073,74194.89098544737,194376.6649077908,5338.1384471913225,894.8571281307221,160410.06085378162,367021.29228588444,162976.98108688695,155190.8553709691,133,116,56,9567.791110144546,1595.1952381788615,48097.74523853033,71577.94631205415,91876.72801967908,34814.13813083092,30281.05167787554,13,100,74,912,871,319,53,52,315,4195864.497877068
Australia,Agriculture,493,75.09678808760101,560030.4658637071,192892.1400962591,148828.9594773186,211210.32846749437,8875.876845762521,1617.7630400599492,154089.2155725416,375693.7441518092,346029.8737650328,177521.92771421227,10,131,91,9191.342220348124,13613.479899468257,36802.73278812861,33890.414471795106,78828.81245469622,21761.433541284503,55570.64558078628,105,85,96,374,451,30,7,149,25,4500128.973874611
UK,IT,1811,57.841830778221016,417455.07240423193,294676.3830442016,154518.1385519921,24617.019745302005,1420.4296233484126,3153.8344829527155,109906.20224007124,80932.9997270285,104489.84834312585,59179.46744010212,491,184,92,9244.176069934902,17395.28746696342,19067.541226970374,7312.401556238757,5923.50269221467,47904.09133081039,6262.4572584315665,193,120,58,61,1439,146,65,36,901,2653087.465129399
India,IT,1993,57.22306422707969,803910.9490156381,203902.27789883557,142204.39661110923,147651.42014453857,7649.757240506309,2450.3009703992925,126868.65283991708,112932.50135539768,25736.80612964191,30397.99713250264,478,266,140,4893.044493158035,3461.8872096702535,16973.034017101894,70543.26850557502,42794.5536267886,40631.91316048419,8983.7883998206,64,21,33,514,310,413,21,31,1369,2472285.58429208
USA,Healthcare,2316,85.872768960894,241672.88014630906,433071.1737141913,6830.26126328865,479853.91348183766,2049.7896903763303,2499.694808124691,146467.48420115034,417389.2297296674,197808.2826770683,117837.92309315977,183,244,117,6981.268294519596,9269.985314755746,2116.1604215499565,68345.40869620358,56271.11231092098,47834.34066865864,54173.56878320089,90,187,79,940,482,497,71,170,1671,5325839.76029229
Brazil,Manufacturing,2911,88.04507063922675,283460.20237972646,470369.3805754095,1116.8258294111722,412940.15958303097,6647.480994180099,559.8585398391259,82418.90534235859,401469.85771237,108884.91455182448,27965.805727386385,461,143,15,7960.447522372149,10415.489345430278,47006.228036697896,97256.8019350539,31532.756417811474,49967.90971294569,44582.4959164482,123,182,95,117,1575,425,92,167,1898,4909500.921036345
Japan,Manufacturing,4092,56.01679360614257,270054.64628142864,454366.9226614382,134717.4691009339,38749.942026344856,8295.117085152358,2202.549540633091,169773.1564786078,240663.9790394668,129804.57288306064,163317.6859569557,455,196,92,9425.26321189707,1432.9582458087286,24509.663913587287,98418.59785076171,96213.73289608791,35365.50093962712,97183.75462572853,63,32,98,721,697,57,32,101,808,3626064.684257543
Japan,Healthcare,607,42.841787016314136,549425.8610350025,214091.89393190853,23445.890118206968,151185.5280117315,1309.303179940392,1792.9936746929693,107730.79659805438,202491.65045533067,379621.2907630942,114752.22230064064,157,57,66,5808.706183172539,2891.1225745715365,42570.86372241913,84052.2120305624,85925.633553083,48208.184918735926,71694.23157424162,143,136,8,839,1306,331,95,153,1319,3705900.3445482524
Canada,Retail,94,62.00680732684521,657770.9426545515,108765.00351555052,10640.062750911295,283978.8510037514,6362.430417664372,3541.76704139274,159127.30748915122,313646.2790926606,386840.7022497603,142545.4828303828,296,166,107,2503.8220914764875,18706.186480737746,34919.20832553216,52629.334505283,3750.275807627782,44848.361134975894,89460.38052201022,191,88,38,514,1897,319,25,169,690,4418380.547953111
India,Healthcare,999,11.966134268406591,97190.38164643792,302876.6800129049,10551.95665579498,41228.800631036735,8160.412679009874,510.03628164153935,78833.96737645716,77904.21822888865,493525.89545903896,155008.18796458282,147,233,82,9936.680811959759,6332.047783257742,3153.473303915366,51377.97696515031,61253.97910320683,43526.958676694536,25167.36139455652,112,186,14,227,335,468,88,28,1853,3443727.092140544
Germany,IT,4772,42.002574052389875,150951.27112501257,281306.47367506725,3117.4539917906195,347967.59572856454,8875.168372724365,3828.116002395579,133806.27733100107,37502.25525607797,325415.6514985612,151448.80723230622,250,247,64,9349.463428922101,8889.886948055067,11385.27058014766,40082.222787878876,15128.065169242558,46276.304924038515,63433.238203018955,77,27,46,406,369,405,56,44,1896,3595663.1912815296
Australia,Transport,4683,66.196000147755,122627.047577648,31999.267845495728,139074.63445368965,351791.9875042817,2326.083429801452,2477.7385785791344,187111.27945671405,223652.7079700339,191337.15130154867,190329.2281101633,236,40,136,1092.8858527365503,3698.1736102753594,43970.89290200047,5971.196329359929,88746.80934931265,41926.24044379366,80637.490492155,134,193,14,166,1807,375,85,197,253,3482052.7695038966
Japan,Agriculture,3025,76.30208403313249,653127.4237884176,425282.2604136714,196009.36311380158,282840.5684875839,2218.551945540649,3320.3108797470168,43163.21412916131,80242.42076990879,107475.9213833098,13128.576506747015,45,229,105,1256.3781749133507,4149.967274626852,15584.753375463939,10559.687239673787,26820.268233024646,38205.52098203413,60722.37903337774,3,92,92,30,1187,280,99,180,549,3345556.2791115707
Germany,Manufacturing,1184,72.12982748747777,627297.5972573607,18813.04605292028,111902.62620535525,351176.44958128175,3957.2476762909405,4941.651989685971,190961.93911793077,57546.44465901593,345445.8903539754,172526.0695482174,297,22,119,9683.567632060794,30.870623160685895,4800.908984466623,34966.9765339734,25108.344011706053,31772.611476422524,54941.67526447946,75,133,42,691,542,200,15,55,655,3632653.7906550355
China,Agriculture,3632,17.46166076175536,830992.6930202952,17806.75773898155,130765.07732036042,26385.78494736743,8455.786382919303,3994.986090615024,51706.95806414818,141034.9118843424,382786.69298593,59030.11967435332,380,163,178,6579.847954828164,6598.127672264238,21853.269910075196,11009.688019524367,80825.00119342275,21683.87487048543,83608.14439306078,21,87,25,551,110,494,98,27,254,2642711.5602064263
USA,Transport,3503,61.154412077430464,290077.95463096176,367290.5940043547,141110.3802970978,126499.10132086683,9214.838711678194,2464.1252167726307,34177.07888307744,273135.8931226214,57283.48531021599,148337.31630393415,418,90,83,4063.438473535186,6915.207119305233,15713.631301713316,1129.6758186629563,55121.690514257745,19481.12522834864,69263.46421918059,92,1,30,11,940,83,74,185,1039,2732296.380937614
France,Healthcare,2920,9.032850157913986,733931.586997866,471758.46777657967,16754.14022020605,170719.16751696725,5852.019573069984,1886.6222858444964,135407.90130195802,45701.4630198585,158551.9815758919,169698.44799687786,194,139,6,9320.803610840616,19726.619149442038,19745.244072987512,52380.5463508208,89539.17761086527,40520.765964882674,76422.080433711,165,47,24,830,874,169,8,133,1317,3475027.4603489167
Brazil,Agriculture,3256,59.59959758218532,288746.3017689386,349075.744953701,130889.5055616176,459119.9422428475,8824.365919683409,4415.613840452982,164739.0003817213,235470.06158992928,306412.2851239995,8162.4031809313765,253,268,197,371.52738663211113,3957.809338430529,32934.909570007134,36406.01799108161,72800.43262753749,17567.58082349076,15870.191010844175,192,115,36,969,1029,125,19,105,768,4627584.974694431
Japan,IT,3644,74.59339479906417,752917.481260235,391288.5493235857,170993.18269145818,463406.3211426051,590.2284498229127,752.8983170824782,75833.71892648673,236224.80146816676,21094.369242121214,26355.276863508425,419,32,136,5002.9285642407485,13335.718714184584,7866.21281242888,26827.62896875075,67895.05430870935,36488.77557772681,13172.905391728502,60,52,61,223,566,405,35,82,1160,3822354.4774934608
Japan,IT,737,63.13861594418729,609940.755978646,458628.301057067,165904.89180186918,447456.5929951664,1020.4214159197644,1320.5553637270912,38138.928679750614,113463.68187100092,180508.3417409124,123836.46434719393,254,136,191,6477.803057312195,78.75972246479623,15401.530929227907,78194.90872641273,18506.692825951766,49652.15009602766,9684.814783322781,169,99,43,202,1281,456,25,69,309,4271332.389723442
France,Finance,1075,62.491422670209886,416881.8765691824,162767.70397914358,59333.87073330667,171749.9959594117,1837.201211083115,4348.930460760384,136858.6067478972,265371.3069105909,423088.73646335426,79742.64986832924,253,225,78,81.18065754356141,9905.630983966708,43990.6353027371,99706.02543709107,3194.0482806712835,45347.146447713785,95053.02646918938,57,10,30,653,662,454,66,167,1296,3672594.386448373
Australia,Retail,4527,65.31363727159919,636908.2547374006,307576.5976915621,2771.2516012937895,490869.31514765444,6130.999065090072,1286.751210335535,52505.26748804283,40191.2831237457,342794.7764365932,71959.44769095808,33,29,72,2692.6444266311655,10514.177640765502,29210.65543709232,3569.9028902121954,80250.79287614605,13472.454142443396,62481.21758006685,50,188,53,855,1744,212,59,122,1865,4290926.966223343
USA,Agriculture,3305,41.805443310102945,846091.7585301423,179439.18749320443,132777.66039800434,50974.38598860421,3506.355200950828,895.7406736039026,175700.71910888533,224761.6272028355,156267.43342106737,189980.70928700143,241,270,12,6151.607493348646,18266.344746354793,10980.945111033041,69642.92472095686,39430.20646315912,3309.8601890082355,82937.582951958,79,100,21,498,969,75,71,125,900,3181703.7057878464
USA,Retail,433,38.499109736541584,225814.86182154666,393706.59703891346,142107.29996064576,242780.13916020337,2066.270656711977,4069.1930063217337,1262.4352246102478,341854.8406263962,245689.7491565242,45467.33326260572,409,223,187,101.80931157630413,11881.704790046195,24555.023988531142,61554.447276781066,71697.62824118658,17872.734290610028,14082.826674632617,107,122,90,545,1605,288,34,101,1326,4224580.340424573
Germany,Retail,4342,44.49501055045803,616927.2490856809,398278.6252480949,187406.34540016355,183948.54602849841,6949.094680900988,2196.2562137841305,137715.82697114671,379301.08733866655,127153.07444924561,82756.73098675953,224,131,99,9098.489666345551,19795.472644790407,18935.92389234626,48294.02618897748,69552.82946875988,44331.51799703022,50.89610955734262,146,116,18,785,490,92,67,89,280,3954325.8399749976
Japan,Transport,328,21.131794550790318,993363.5795213545,243059.2492876006,17068.30724242099,344910.11107767274,5542.112551547201,4421.641603167807,11446.705922240153,14434.423979781397,166336.93164205333,121280.84077613395,403,20,52,8792.95276765183,10547.522023873142,9628.373122041217,62258.64637672735,95590.04392577586,35909.98845749637,78244.51738918097,65,138,69,791,1673,289,25,117,1150,3552826.690962675
Japan,Agriculture,395,45.38312919297785,798423.0584500271,384074.75862034725,191988.91871190423,298661.59452100383,9960.197893842982,1543.6872145767156,114907.22626894274,381039.2187492137,183377.78010046112,99345.76430124682,460,143,185,8656.126604533974,17977.70327413166,8582.514940446912,68669.95161128342,11068.498776748324,31764.413344109016,53015.21358658909,78,143,6,247,194,24,17,80,1120,4403292.514221221
UK,Manufacturing,3812,90.45812468085586,302842.35639269534,194623.17863508294,3918.4980359859846,370669.69528289634,9333.65946017438,2915.980670008535,185897.00265521216,449763.350174753,119515.02237810462,105526.09378971638,113,90,165,1.7342867283998142,9744.641246259196,24872.484797070687,23423.38699384493,32836.39046767629,46446.062400139,38945.704071595836,103,53,31,264,934,209,52,155,1841,3945597.7297410746
